"Date","Minimum_temperature","Maximum_temperature","Rainfall_(mm)","Direction_of_maximum_wind_gust","Speed_of_maximum_wind_gust_(km/h)","Time_of_maximum_wind_gust","9am_Temperature","9am_relative_humidity_(%)","9am_cloud_amount_(oktas)","9am_wind_direction","9am_wind_speed_(km/h)","9am_MSL_pressure_(hPa)","3pm_Temperature","3pm_relative_humidity_(%)","3pm_cloud_amount_(oktas)","3pm_wind_direction","3pm_wind_speed_(km/h)","3pm_MSL_pressure_(hPa)","Month","Year"
2019-01-15,18.7,40.1,0,"WNW",50,12:36:00.000000,27.8,45,6.57505518763797,"N","7",1013,39,10,5.65987780040733,"W","30",1009.5,"1","2019"
2019-01-16,20.1,41.6,0,"SSW",44,16:25:00.000000,29.5,37,6.57505518763797,"SSE","9",1011.7,39.6,10,5.65987780040733,"NW","11",1008.6,"1","2019"
2019-01-17,17.1,41.4,0,"NNW",52,15:35:00.000000,27.7,38,6.57505518763797,"SE","9",1012.2,39.6,19,5.65987780040733,"WNW","22",1007.9,"1","2019"
2019-01-18,20.5,40.1,11.2,"NNW",74,18:08:00.000000,25.1,53,6.57505518763797,"SSW","7",1012.3,39,21,5.65987780040733,"NNW","33",1007.5,"1","2019"
2019-01-19,21.4,36,1,"E",48,17:41:00.000000,24.5,74,6.57505518763797,"N","7",1015.4,33.9,32,4,"NW","13",1014.1,"1","2019"
2019-01-20,17.1,35.1,0,"ENE",48,17:55:00.000000,18.7,75,8,"ESE","13",1020.4,32.2,33,5.65987780040733,"NNE","6",1015.5,"1","2019"
2019-01-21,16.9,34.3,0,"NE",43,15:05:00.000000,22.1,68,1,"SE","4",1018.4,32.2,35,2,"N","26",1013.8,"1","2019"
2019-01-22,16.9,38.4,0,"NW",52,12:39:00.000000,24.6,55,6.57505518763797,"WSW","6",1015.6,36.6,25,5.65987780040733,"NW","24",1011.2,"1","2019"
2019-01-23,19.7,35.4,2,"E",52,13:07:00.000000,26.1,61,6.57505518763797,"NW","6",1012.3,24.2,73,8,"E","20",1010.9,"1","2019"
2019-01-24,14.9,32,4.2,"E",35,16:08:00.000000,19.3,76,8,"SE","9",1017,29.9,45,1,"ENE","11",1013.5,"1","2019"
2019-01-25,15.9,39.4,0,"NW",48,10:20:00.000000,22.4,71,6.57505518763797,"ESE","6",1013.9,37.2,24,5.65987780040733,"NNW","24",1009.3,"1","2019"
2019-01-26,20.5,41.5,0,"NW",63,15:11:00.000000,30.9,37,6.57505518763797,"SW","6",1009,40.7,17,5.65987780040733,"NW","26",1005.2,"1","2019"
2019-01-27,21.2,31.2,7.2,"WSW",50,13:13:00.000000,24.7,67,4,"N","9",1009.1,28.9,36,8,"W","24",1010.5,"1","2019"
2019-01-28,20,26.1,0,"E",28,05:14:00.000000,21.8,76,6,"ENE","13",1015.6,24.5,59,6,"W","20",1015.4,"1","2019"
2019-01-29,19.1,35.7,3.2,"ENE",39,19:29:00.000000,23.2,74,6.57505518763797,"N","4",1013.8,33.4,37,1,"NNW","19",1010.8,"1","2019"
2019-01-30,19,37.1,2.6,"N",69,17:12:00.000000,24.1,67,6.57505518763797,"SE","6",1012.8,35.3,26,7,"NNW","28",1008.3,"1","2019"
2019-01-31,22.2,35.2,0,"ENE",57,18:19:00.000000,28.1,41,6.57505518763797,"NW","26",1009.1,34.1,31,5.65987780040733,"WNW","31",1007.6,"1","2019"
2019-02-01,14.7,20.7,0,"ESE",41,12:09:00.000000,15.3,66,8,"SE","19",1020.5,20.3,55,8,"ENE","24",1019.7,"2","2019"
2019-02-02,15.1,29.5,0,"NNE",30,19:44:00.000000,19.1,77,8,"E","13",1020.1,26.5,52,8,"E","7",1016.6,"2","2019"
2019-02-03,15.9,35.8,0,"SE",41,18:25:00.000000,22.9,69,6.57505518763797,"NNW","7",1015.8,34.8,29,5.65987780040733,"NNW","24",1011.3,"2","2019"
2019-02-04,19.3,33.6,2.2,"S",63,19:50:00.000000,21.2,79,6,"NNE","13",1013.2,30.1,41,8,"W","15",1011.1,"2","2019"
2019-02-05,17.8,27,32,"SSW",41,15:55:00.000000,22,70,8,"SSE","13",1015.9,25.1,60,8,"SE","22",1014.6,"2","2019"
2019-02-06,18,29.9,2.8,"E",46,16:54:00.000000,22.5,71,6.57505518763797,"SE","7",1015.9,29,42,5,"NE","17",1013.3,"2","2019"
2019-02-07,16.8,31.1,0,"W",39,14:57:00.000000,21.5,67,6.57505518763797,"ESE","4",1014.7,30.3,39,5.65987780040733,"NW","20",1009.8,"2","2019"
2019-02-08,17.3,31.2,0,"WNW",52,15:12:00.000000,22.5,67,8,"NW","24",1007.8,28.3,28,8,"W","20",1004.4,"2","2019"
2019-02-09,15.8,24.4,5.4,"NW",76,15:11:00.000000,19.6,67,2,"NNW","24",1000.2,22.2,34,2,"WNW","41",997.6,"2","2019"
2019-02-10,5.5,24.9,0,"NNW",41,16:33:00.000000,13.5,56,6.57505518763797,"N","6",1008.3,22.9,31,5.65987780040733,"NW","20",1005.8,"2","2019"
2019-02-11,8.3,28.4,0,"NNW",52,15:31:00.000000,16.2,58,6.57505518763797,"NNW","7",1006.1,27.2,24,5.65987780040733,"NNW","31",1001.6,"2","2019"
2019-02-12,9.8,30.2,0,"NW",81,13:05:00.000000,21.7,34,6.57505518763797,"NNW","22",998.3,29.7,18,5.65987780040733,"WNW","44",994.9,"2","2019"
2019-02-13,11.6,23,0,"WNW",43,10:56:00.000000,15.3,35,6.57505518763797,"W","19",1005.5,21.6,20,5.65987780040733,"NW","17",1006.3,"2","2019"
2019-02-14,5.7,27,0,"E",35,19:58:00.000000,13.4,70,6.57505518763797,"WSW","7",1018.6,24.5,28,5.65987780040733,"W","13",1016,"2","2019"
2019-02-15,13.3,29.5,0,"E",44,18:38:00.000000,18.6,62,1,"E","7",1023.5,27.9,31,5.65987780040733,"SW","15",1019.8,"2","2019"
2019-02-16,10.9,29,0,"NNW",24,11:57:00.000000,17.8,66,6.57505518763797,"ESE","7",1021.2,27,30,5.65987780040733,"WNW","7",1016.2,"2","2019"
2019-02-17,10.5,33.3,0,"NW",41,13:05:00.000000,18.5,57,6.57505518763797,"SSW","6",1014.2,31.9,20,1,"NW","22",1010.3,"2","2019"
2019-02-18,13.6,36,0,"W",69,16:33:00.000000,20.7,56,6.57505518763797,"S","2",1010.1,35.2,17,5.65987780040733,"NW","31",1005,"2","2019"
2019-02-19,13.8,32.9,0,"ESE",50,17:18:00.000000,22,65,6.57505518763797,"W","6",1006,32.1,8,5.65987780040733,"W","26",1004.9,"2","2019"
2019-02-20,14.5,28.9,0,"ENE",46,18:43:00.000000,16.7,70,8,"NNW","9",1012.4,26.4,29,5.65987780040733,"NNW","13",1009.2,"2","2019"
2019-02-21,13.2,27.7,0,"E",43,17:30:00.000000,18.3,72,8,"ENE","7",1016.1,25.6,45,1,"NNE","17",1014.3,"2","2019"
2019-02-22,14.1,26,0,"NE",48,14:28:00.000000,16,67,8,"SE","13",1020.7,24.4,36,5.65987780040733,"SE","20",1018.4,"2","2019"
2019-02-23,8.9,27.2,0,"E",56,15:43:00.000000,15.7,66,6.57505518763797,"SE","13",1022.8,25.7,29,5.65987780040733,"ESE","30",1020.7,"2","2019"
2019-02-24,10.6,25.7,0,"SSE",39,15:21:00.000000,15.9,52,6.57505518763797,"SSE","22",1027.8,24.2,27,5.65987780040733,"SE","19",1026,"2","2019"
2019-02-25,9.5,28.9,0,"NNE",39,14:52:00.000000,16.6,60,6.57505518763797,"SSE","9",1027.8,27.3,31,5.65987780040733,"N","15",1023,"2","2019"
2019-02-26,10.4,32.6,0,"ESE",50,17:09:00.000000,16.9,68,6.57505518763797,"NNW","0",1021.6,30.6,24,1,"WNW","15",1016.9,"2","2019"
2019-02-27,12.5,28.9,0.4,"ENE",43,18:18:00.000000,18.9,58,6.57505518763797,"ESE","15",1023.4,27.2,34,5.65987780040733,"E","19",1020.6,"2","2019"
2019-02-28,14,32.6,0,"E",35,16:41:00.000000,19.5,69,8,"NNW","0",1024.3,30.7,25,5.65987780040733,"N","11",1019.8,"2","2019"
2019-03-01,14,30.3,0,"E",44,19:33:00.000000,19.7,68,3,"SE","9",1024.9,28.8,25,1,"NE","17",1022.5,"3","2019"
2019-03-02,14.7,30.9,0,"NNW",33,13:57:00.000000,20.9,62,6.57505518763797,"ESE","13",1025.3,28,30,8,"NNW","17",1021.3,"3","2019"
2019-03-03,12.7,32.3,0,"N",28,14:11:00.000000,18.7,67,6.57505518763797,"ESE","9",1024.3,31,25,5.65987780040733,"NW","7",1019.8,"3","2019"
2019-03-04,13.6,34.1,0,"SSW",35,15:56:00.000000,21.4,57,1,"S","6",1022,33.3,19,5.65987780040733,"NW","7",1018,"3","2019"
2019-03-05,15.3,29.4,0,"W",57,19:44:00.000000,21.5,56,5,"WSW","15",1017.7,25.9,40,5.65987780040733,"WNW","13",1013.7,"3","2019"
2019-03-06,15.9,22.6,0,"NNW",48,13:09:00.000000,19.4,74,8,"WNW","7",1009.4,21.4,51,1,"NW","31",1009.9,"3","2019"
2019-03-07,4.2,23.7,9.8,"E",39,19:02:00.000000,10,55,6.57505518763797,"SSE","19",1023.3,21.4,29,5.65987780040733,"NNW","11",1020.4,"3","2019"
2019-03-08,7.7,28.3,0,"WNW",39,11:41:00.000000,14.1,77,6.57505518763797,"NNW","0",1020.9,25.6,37,5.65987780040733,"NNW","24",1017.4,"3","2019"
2019-03-09,14.1,29.5,0.2,"E",41,17:20:00.000000,18.1,82,8,"NNW","0",1018.6,27.8,24,8,"WNW","17",1015.7,"3","2019"
2019-03-10,11.4,29.6,0.2,"WSW",59,18:40:00.000000,18,70,6.57505518763797,"NNW","0",1015.1,27.5,33,6,"W","28",1010.3,"3","2019"
2019-03-11,9.9,29.6,0,"NNW",46,14:20:00.000000,16.9,72,6.57505518763797,"ESE","6",1011.5,29.3,28,5.65987780040733,"NW","24",1007.8,"3","2019"
2019-03-12,9.9,26.7,0.2,"WNW",52,09:51:00.000000,20.4,50,6.57505518763797,"NW","20",1007.2,25.6,24,5.65987780040733,"WNW","22",1006.9,"3","2019"
2019-03-13,13.6,23.4,0,"ENE",37,17:01:00.000000,14.7,74,7,"SE","7",1016.9,21.1,51,8,"NNE","17",1015.1,"3","2019"
2019-03-14,14.6,28.4,0,"ENE",35,15:08:00.000000,18.5,77,6,"NNW","0",1014.1,26.2,38,6,"NW","19",1009.8,"3","2019"
2019-03-15,12.4,24.9,0,"ESE",37,19:42:00.000000,16.3,68,8,"SSW","24",1016,23,42,7,"ENE","11",1015.8,"3","2019"
2019-03-16,13.2,24.5,0,"SE",43,10:16:00.000000,18.2,65,6.57505518763797,"SSE","19",1020.5,22.5,45,8,"E","20",1019.3,"3","2019"
2019-03-17,14.6,23.1,0,"SSW",39,22:46:00.000000,18.1,71,8,"S","15",1018.6,21.9,46,7,"SE","20",1015.2,"3","2019"
2019-03-18,12.7,25.5,15.8,"SSE",54,11:42:00.000000,18.8,76,8,"SSW","28",1011.7,24.4,56,8,"ESE","30",1011.4,"3","2019"
2019-03-19,15.7,26,0,"SE",41,14:22:00.000000,18.7,78,8,"S","11",1014.5,25.2,46,8,"ESE","20",1012.3,"3","2019"
2019-03-20,12.2,28.8,0.2,"ENE",44,07:41:00.000000,17.2,83,6.57505518763797,"NNW","0",1015.5,26.5,37,3,"S","9",1012.5,"3","2019"
2019-03-21,14.7,27.3,0.2,"E",28,17:25:00.000000,18.6,73,6.57505518763797,"SE","13",1017.4,26.2,45,7,"N","13",1014.5,"3","2019"
2019-03-22,16.7,22.5,0,"SW",26,12:40:00.000000,18.8,76,6.57505518763797,"SSE","6",1017.5,20.7,64,6,"WSW","9",1015.8,"3","2019"
2019-03-23,10.1,24.6,1,"WSW",15,10:39:00.000000,14.1,96,7,"NNW","0",1014.7,24,50,6,"N","6",1011.4,"3","2019"
2019-03-24,14,27.5,0,"NW",54,22:09:00.000000,16.5,90,8,"N","11",1014.7,25.3,46,8,"NW","20",1010.6,"3","2019"
2019-03-25,16.5,22.5,0.6,"NW",69,10:22:00.000000,16.9,89,8,"NW","39",1008,19.7,68,1,"NW","35",1006.3,"3","2019"
2019-03-26,8,22.6,0,"WNW",56,07:14:00.000000,12.8,40,6.57505518763797,"NW","31",1014.2,21.1,23,5.65987780040733,"NW","24",1014.9,"3","2019"
2019-03-27,4.2,22.9,0,"ENE",31,18:29:00.000000,10.5,69,6.57505518763797,"SE","15",1024.2,21.8,38,5.65987780040733,"NE","17",1021,"3","2019"
2019-03-28,6.8,26.4,0,"NW",37,15:06:00.000000,13,89,6.57505518763797,"SE","7",1020.6,24.9,41,5.65987780040733,"NNW","22",1016.1,"3","2019"
2019-03-29,12.2,25,1,"NNW",44,14:22:00.000000,16.3,93,8,"N","11",1014.3,23.2,57,5,"N","22",1008.9,"3","2019"
2019-03-30,13.3,16.4,45.2,"WNW",69,14:55:00.000000,14.8,98,8,"N","7",1002,13.9,44,8,"WNW","35",1002.1,"3","2019"
2019-03-31,3.1,16.9,1.8,"NW",48,14:32:00.000000,9.8,58,6.57505518763797,"WNW","13",1013.4,16.2,48,5.65987780040733,"WNW","28",1014.1,"3","2019"
2019-04-01,3,19.4,0,"ENE",31,14:08:00.000000,8.4,89,6.57505518763797,"NNW","0",1023.4,17.2,59,8,"NE","19",1023.6,"4","2019"
2019-04-02,7.2,22.7,0,"NE",24,18:22:00.000000,11.7,89,3,"N","4",1029.3,21.3,49,8,"NNW","13",1025.3,"4","2019"
2019-04-03,7.9,24.6,0,"E",37,19:22:00.000000,12.2,99,6.57505518763797,"NNW","0",1028,23.7,42,3,"WNW","15",1025.4,"4","2019"
2019-04-04,12.2,22.5,0,"SE",31,19:02:00.000000,16.1,62,7,"SSE","7",1031,20.8,52,8,"E","17",1029.3,"4","2019"
2019-04-05,13.9,21,0,"NE",26,09:32:00.000000,15.2,77,8,"ENE","15",1031.1,19.4,57,8,"NE","13",1026.7,"4","2019"
2019-04-06,9.6,25.2,0,"NNW",44,14:59:00.000000,14.8,95,6,"NNW","13",1022.8,22.7,49,4,"NNW","22",1019.2,"4","2019"
2019-04-07,7.6,24.9,0,"NW",41,14:06:00.000000,13.2,99,8,"SE","2",1020.6,24.4,26,5.65987780040733,"NW","26",1016.1,"4","2019"
2019-04-08,6.3,24.8,0,"NW",48,13:43:00.000000,16,56,6.57505518763797,"SW","2",1017.3,23.5,28,1,"NW","33",1014.1,"4","2019"
2019-04-09,13,20.9,0,"WSW",50,12:58:00.000000,18.4,47,6.57505518763797,"WNW","28",1012.6,18.7,34,5.65987780040733,"WNW","28",1013.7,"4","2019"
2019-04-10,0.5,18.5,0,"SSW",28,13:01:00.000000,10.1,56,6.57505518763797,"SE","15",1025.3,17.9,35,5.65987780040733,"W","11",1022.6,"4","2019"
2019-04-11,1.6,20.1,0,"E",33,19:16:00.000000,10.2,71,6.57505518763797,"NNW","0",1027.1,19.5,39,5.65987780040733,"WNW","6",1023.2,"4","2019"
2019-04-12,10.2,21.8,0,"W",30,14:19:00.000000,14.3,66,6.57505518763797,"ENE","6",1027,19.8,46,5,"WNW","11",1022.5,"4","2019"
2019-04-13,4.7,23.2,0,"ESE",30,16:52:00.000000,13.6,61,6.57505518763797,"ESE","6",1025.3,21.7,34,5,"ESE","11",1021.8,"4","2019"
2019-04-14,10.5,21.5,0,"ENE",30,16:51:00.000000,15.6,63,1,"SE","11",1026.8,21.2,46,3,"ENE","13",1022.8,"4","2019"
2019-04-15,6.1,22.2,0,"NE",28,15:01:00.000000,13.8,72,1,"SSW","4",1026,21.8,39,5,"NNW","13",1022.2,"4","2019"
2019-04-16,6.9,23.9,0,"W",20,15:24:00.000000,13.6,75,6.57505518763797,"SE","9",1027.5,22.3,35,5.65987780040733,"NW","9",1023.2,"4","2019"
2019-04-17,7.2,24.3,0,"WSW",26,12:30:00.000000,14.5,79,6.57505518763797,"SSW","9",1027.1,23.9,29,5.65987780040733,"NW","11",1023,"4","2019"
2019-04-18,6.3,26.1,0,"W",33,14:50:00.000000,14.9,69,6.57505518763797,"NNW","0",1026.5,25.5,30,5.65987780040733,"W","24",1023.9,"4","2019"
2019-04-19,13.7,24.9,0,"NNW",20,14:38:00.000000,15.4,79,8,"NNW","0",1030.1,24.3,42,5.65987780040733,"NW","9",1025.6,"4","2019"
2019-04-20,9.8,25.8,0,"E",26,19:15:00.000000,15.4,84,8,"NNW","0",1028,25.7,35,5.65987780040733,"SW","13",1023.2,"4","2019"
2019-04-21,8.8,24,0,"NW",28,12:21:00.000000,16.7,79,6.57505518763797,"WSW","7",1025.5,23,52,1,"WNW","11",1022.1,"4","2019"
2019-04-22,11.7,25.1,0,"ESE",46,14:24:00.000000,18.9,70,6.57505518763797,"WSW","6",1023.4,17.4,82,8,"SW","11",1022.1,"4","2019"
2019-04-23,10.1,23.7,10,"E",33,19:17:00.000000,15.1,87,7,"S","11",1028.9,22.7,51,8,"SSE","9",1024.9,"4","2019"
2019-04-24,10,24,0,"NW",28,13:26:00.000000,16.1,84,1,"NNW","4",1026.4,22.3,51,1,"NW","17",1021.7,"4","2019"
2019-04-25,8,24.6,0,"NNW",33,12:39:00.000000,14.9,78,6.57505518763797,"NNW","0",1022.3,22.6,50,4,"W","22",1018,"4","2019"
2019-04-26,10,19.2,0,"WNW",59,10:36:00.000000,15.7,57,6.57505518763797,"NW","20",1016.2,16.8,46,8,"WNW","22",1013.3,"4","2019"
2019-04-27,1,16.7,0,"N",35,16:01:00.000000,8.5,60,6.57505518763797,"SE","11",1024.9,15.9,34,5.65987780040733,"NNW","22",1021.3,"4","2019"
2019-04-28,0.2,19.1,0,"NNW",39,14:48:00.000000,8.9,64,6.57505518763797,"N","7",1022.8,18,40,5.65987780040733,"NNW","28",1019.7,"4","2019"
2019-04-29,1.6,21.2,0,"NNW",20,13:21:00.000000,10.3,69,6.57505518763797,"SSE","7",1026.4,20.5,31,5.65987780040733,"NNW","9",1022.2,"4","2019"
2019-04-30,4.4,22.6,0,"NNW",39,15:12:00.000000,11.5,93,6.57505518763797,"NNW","0",1022.2,22.2,36,2,"NW","20",1017.8,"4","2019"
2019-05-01,6.5,20.8,0,"NNW",33,10:58:00.000000,12.4,80,8,"NNW","6",1022,20.1,61,8,"WNW","13",1021.3,"5","2019"
2019-05-02,8.8,23.8,0,"NNW",26,15:51:00.000000,16,84,8,"ESE","4",1026.6,22.4,57,8,"NW","11",1022.5,"5","2019"
2019-05-03,15.2,20.4,20.8,"NNW",43,08:29:00.000000,15.8,99,8,"NNW","24",1019.1,18.9,75,5.65987780040733,"N","33",1015.8,"5","2019"
2019-05-04,5,19,0.6,"SSE",41,18:54:00.000000,10.9,82,6.57505518763797,"NNW","0",1018.1,16.6,47,2,"WNW","22",1015.6,"5","2019"
2019-05-05,4.9,17.4,0,"S",48,15:02:00.000000,12.7,65,6.57505518763797,"S","24",1021,14.9,58,8,"S","33",1019.4,"5","2019"
2019-05-06,2.2,16.6,0,"N",30,16:12:00.000000,11.1,66,6.57505518763797,"NNW","0",1021.1,16,54,5.65987780040733,"NNW","15",1016.6,"5","2019"
2019-05-07,0,15.5,0,"NNW",48,15:33:00.000000,5.5,99,8,"NNW","0",1017.5,14.4,53,5.65987780040733,"NNW","30",1013.5,"5","2019"
2019-05-08,1.4,13.1,1.8,"WNW",54,12:31:00.000000,9.5,76,8,"NW","19",1012.5,11.2,54,8,"WNW","28",1014.4,"5","2019"
2019-05-09,0.8,14.4,0,"N",39,12:47:00.000000,8.4,86,6.57505518763797,"NNW","4",1019.8,13.7,52,5.65987780040733,"NNW","24",1015.5,"5","2019"
2019-05-10,3.4,11,0,"NW",46,13:50:00.000000,8.4,84,5,"SSW","11",1013.9,7,94,8,"NNW","17",1012.6,"5","2019"
2019-05-11,4.4,16.2,10.4,"NNW",31,14:19:00.000000,10.1,72,6.57505518763797,"WNW","11",1020.1,15,60,5.65987780040733,"NW","17",1021.1,"5","2019"
2019-05-12,0.2,12,0.2,"NNE",15,12:39:00.000000,4.7,99,8,"SE","4",1029.7,11,73,5.65987780040733,"SE","7",1027.8,"5","2019"
2019-05-13,0.7,17.3,0.2,"NNW",30,13:14:00.000000,6.6,99,8,"NNW","0",1031,16.7,48,5.65987780040733,"NW","19",1027,"5","2019"
2019-05-14,0.3,18.1,0,"NW",19,15:03:00.000000,5.5,90,6.57505518763797,"NNW","7",1029.7,17.6,35,5.65987780040733,"NNW","13",1027.3,"5","2019"
2019-05-15,-1.6,17.5,0,"NNW",19,13:49:00.000000,5.8,78,6.57505518763797,"SE","6",1032.3,17,28,5.65987780040733,"NNW","13",1029,"5","2019"
2019-05-16,2,19,0,"W",19,14:03:00.000000,9.6,78,4,"NNW","0",1030.9,18.6,44,5.65987780040733,"W","7",1026.5,"5","2019"
2019-05-17,0.3,19.1,0,"NW",33,13:30:00.000000,7,85,6.57505518763797,"ESE","4",1029.8,18.8,44,5.65987780040733,"NNW","17",1026.6,"5","2019"
2019-05-18,-0.1,19.2,0,"SE",19,22:10:00.000000,7.7,82,6.57505518763797,"SSE","9",1032.6,18.9,31,5.65987780040733,"WSW","9",1029.4,"5","2019"
2019-05-19,3.6,18.9,0,"NNW",17,13:46:00.000000,10.3,86,1,"SSW","4",1033.4,17.8,52,4,"NW","13",1029,"5","2019"
2019-05-20,4.6,19.4,0,"NNW",35,15:36:00.000000,8.4,91,6,"NNW","0",1029.1,18.9,51,1,"NNW","20",1024.5,"5","2019"
2019-05-21,5.7,21.3,0,"NW",37,14:17:00.000000,14.8,72,6.57505518763797,"N","17",1026.3,19.2,55,5.65987780040733,"NNW","28",1024.5,"5","2019"
2019-05-22,3.4,20.7,0,"N",20,13:08:00.000000,9.6,85,6.57505518763797,"NNW","0",1029.9,19.9,43,5.65987780040733,"NW","13",1027.1,"5","2019"
2019-05-23,6.8,19.4,0,"NW",28,14:09:00.000000,10.9,86,7,"SSE","9",1030.6,18.8,49,5.65987780040733,"NNW","19",1026.2,"5","2019"
2019-05-24,-0.3,17.4,0,"NNW",26,15:21:00.000000,4.9,99,8,"NNE","7",1026.2,16.7,49,8,"NNW","17",1022.5,"5","2019"
2019-05-25,1.8,20,0,"NW",44,12:43:00.000000,8.7,85,6.57505518763797,"NNW","0",1021.6,18.5,48,8,"WNW","22",1016.8,"5","2019"
2019-05-26,8.6,14.4,8,"WNW",46,04:03:00.000000,11.1,79,6.57505518763797,"NW","20",1015.3,13.3,45,5.65987780040733,"NW","26",1014,"5","2019"
2019-05-27,5.8,9.1,0.4,"NNW",63,07:59:00.000000,5.8,78,8,"WNW","26",1009,7.4,59,8,"WNW","37",1008.6,"5","2019"
2019-05-28,4.2,10.4,0.4,"NW",61,19:13:00.000000,6.6,67,6.57505518763797,"NNW","31",1013.9,7.2,84,8,"NNW","33",1011.2,"5","2019"
2019-05-29,6.5,9.8,1.2,"NW",69,08:56:00.000000,7.6,89,8,"NNW","46",1004.6,9.2,60,5.65987780040733,"WNW","31",1004.3,"5","2019"
2019-05-30,1.1,11,2.2,"WSW",37,16:03:00.000000,4.9,69,6.57505518763797,"N","9",1017.8,10.6,43,5.65987780040733,"NW","20",1017.7,"5","2019"
2019-05-31,-2.7,12,0,"N",31,12:12:00.000000,3.5,93,6.57505518763797,"SSW","4",1024.1,11.4,64,5.65987780040733,"N","22",1023.1,"5","2019"
2019-06-01,-0.7,15.2,0.2,"S",30,13:23:00.000000,4,99,6.57505518763797,"NNW","0",1030.1,14.7,51,5.65987780040733,"SSW","11",1028.7,"6","2019"
2019-06-02,-1.6,15.7,0,"NNW",30,14:08:00.000000,4.2,90,6.57505518763797,"NNW","0",1029.3,14.9,51,5.65987780040733,"NNW","20",1023.7,"6","2019"
2019-06-03,2.9,11.4,0.4,"S",57,23:07:00.000000,7.6,87,8,"N","11",1017.1,8.7,64,8,"NW","17",1013.5,"6","2019"
2019-06-04,4.4,11.4,3.6,"S",69,06:05:00.000000,6.5,67,2,"S","39",1019.3,9.7,59,7,"SSW","37",1020.7,"6","2019"
2019-06-05,3.3,12.3,0,"S",46,00:04:00.000000,7.8,63,1,"S","19",1029.5,11.6,50,5.65987780040733,"SSE","13",1028,"6","2019"
2019-06-06,-3.9,14.6,0,"W",19,16:08:00.000000,1.6,95,6.57505518763797,"NE","4",1032.6,13.9,47,5.65987780040733,"NW","13",1031.2,"6","2019"
2019-06-07,-1.3,17,0.2,"SE",17,04:15:00.000000,5.5,87,6.57505518763797,"S","6",1038.4,16.5,44,5.65987780040733,"NNW","7",1034.9,"6","2019"
2019-06-08,-0.1,11.2,0,"NNW",20,15:50:00.000000,4.1,99,8,"N","4",1033,10.3,78,6,"WNW","0",1029.3,"6","2019"
2019-06-09,0.6,16,0,"NW",28,15:57:00.000000,4.6,100,8,"NNW","0",1026.9,14.3,70,8,"NNW","17",1022.7,"6","2019"
2019-06-10,4.5,14.5,0.4,"NNW",54,09:14:00.000000,10.9,99,8,"NNW","37",1020.3,12.7,85,8,"NW","17",1017.8,"6","2019"
2019-06-11,3.8,16.3,2.8,"NW",26,00:12:00.000000,8.1,99,8,"SE","7",1026.6,15.9,48,5.65987780040733,"NW","13",1025,"6","2019"
2019-06-12,0.6,17.4,0,"NNW",50,19:11:00.000000,5.8,100,6,"E","2",1023.5,16,64,3,"NNW","30",1019.7,"6","2019"
2019-06-13,5.8,16.5,1.8,"NW",39,11:00:00.000000,12,99,8,"NNW","20",1017.8,14.7,55,5,"WNW","24",1016.3,"6","2019"
2019-06-14,-2.2,14.5,0,"WNW",30,15:13:00.000000,2.4,98,1,"ESE","7",1022.2,14,47,2,"WNW","17",1019.1,"6","2019"
2019-06-15,-1.4,13.7,0,"NW",19,15:15:00.000000,2.7,99,8,"SE","6",1023.7,13.4,60,5.65987780040733,"NNW","11",1021.2,"6","2019"
2019-06-16,-0.8,13.2,0.2,"NNW",17,02:11:00.000000,4,99,7,"N","2",1024.9,12.7,55,8,"WNW","0",1021.3,"6","2019"
2019-06-17,1.1,15.6,0,"SE",26,09:36:00.000000,6.1,85,6,"NNW","0",1024.5,14.2,54,8,"SSW","7",1022.2,"6","2019"
2019-06-18,0.5,13.7,0,"NW",37,14:15:00.000000,4.9,99,2,"E","6",1022.1,11.5,59,8,"NW","24",1018.9,"6","2019"
2019-06-19,-2.7,11.9,0.4,"WNW",26,12:01:00.000000,2.2,95,6.57505518763797,"NNW","0",1024.1,11.2,44,5.65987780040733,"NW","9",1022.5,"6","2019"
2019-06-20,-4.4,11,0,"N",31,14:29:00.000000,1.5,83,6.57505518763797,"SSW","2",1026.5,9,48,6,"NNW","15",1022.3,"6","2019"
2019-06-21,-4.9,11.4,0,"S",37,14:07:00.000000,-0.5,99,8,"SSW","4",1025.5,10.5,40,5.65987780040733,"S","24",1024.2,"6","2019"
2019-06-22,-1.5,11.5,0,"S",35,09:53:00.000000,5.4,70,6.57505518763797,"N","2",1029,10.8,44,5.65987780040733,"SSE","15",1026.9,"6","2019"
2019-06-23,-3.8,10.8,0.2,"SSW",39,12:04:00.000000,6,75,2,"SE","15",1029.5,9.8,57,8,"S","28",1028.3,"6","2019"
2019-06-24,-0.8,13.6,0,"ESE",33,13:05:00.000000,6.3,81,6.57505518763797,"SE","9",1034.1,11.8,55,7,"ESE","20",1032.5,"6","2019"
2019-06-25,-2.2,15.9,0,"SSE",19,00:37:00.000000,4.1,89,6.57505518763797,"N","6",1036.6,14.8,49,5,"ESE","2",1033.7,"6","2019"
2019-06-26,0.4,15,0,"E",22,14:27:00.000000,7.3,80,6.57505518763797,"SW","7",1038.7,14.4,46,5.65987780040733,"E","9",1035.6,"6","2019"
2019-06-27,0.4,15.9,0,"SE",17,01:30:00.000000,6.4,99,8,"SSE","6",1037.7,15.2,55,1,"NE","7",1033.6,"6","2019"
