"Date","Minimum_temperature","Maximum_temperature","Rainfall_(mm)","Direction_of_maximum_wind_gust","Speed_of_maximum_wind_gust_(km/h)","Time_of_maximum_wind_gust","9am_Temperature","9am_relative_humidity_(%)","9am_cloud_amount_(oktas)","9am_wind_direction","9am_wind_speed_(km/h)","9am_MSL_pressure_(hPa)","3pm_Temperature","3pm_relative_humidity_(%)","3pm_cloud_amount_(oktas)","3pm_wind_direction","3pm_wind_speed_(km/h)","3pm_MSL_pressure_(hPa)","Month","Year"
2019-07-29,-2.4,14.2,0,"NW",37,12:56:00.000000,3.3,89,7,"N","6",1023.4,11,73,8,"NNW","22",1020.2,"7","2019"
2019-07-30,-1.4,13.6,0.2,"SSE",31,10:33:00.000000,6.5,80,6.57505518763797,"SE","15",1026.4,12.7,35,5.65987780040733,"SSW","7",1025.5,"7","2019"
2019-07-31,-2.8,13.7,0.2,"WNW",19,13:10:00.000000,4.6,74,6.57505518763797,"SE","11",1033.1,13.2,44,5.65987780040733,"W","11",1029.8,"7","2019"
2019-08-01,-3.8,14.6,0,"NW",28,12:55:00.000000,2.4,83,6.57505518763797,"N","4",1032,14.1,48,5.65987780040733,"NW","20",1028.7,"8","2019"
2019-08-02,0,15.2,0,"NNW",30,13:39:00.000000,6.8,73,6.57505518763797,"N","6",1032.8,14.9,39,5.65987780040733,"NNW","19",1029.3,"8","2019"
2019-08-03,-0.9,13.3,0,"N",33,16:23:00.000000,4.6,98,8,"NW","9",1030.9,12.3,57,5.65987780040733,"N","20",1027,"8","2019"
2019-08-04,0.4,13.6,0,"NW",24,17:00:00.000000,1.4,93,8,"SE","7",1031.1,12.3,53,2,"NNW","15",1026.9,"8","2019"
2019-08-05,0.9,11.9,0,"N",33,13:18:00.000000,5.9,93,7,"NNW","0",1026.4,11,55,5.65987780040733,"N","20",1023.5,"8","2019"
2019-08-06,-2.5,12.9,0,"N",35,18:44:00.000000,2.5,97,8,"NE","7",1023.1,12.3,49,5.65987780040733,"NNW","22",1018.3,"8","2019"
2019-08-07,-5,16,0,"NW",43,13:22:00.000000,3,90,2,"NNW","0",1016.2,14.4,32,5.65987780040733,"NNW","31",1010.9,"8","2019"
2019-08-08,-3.5,12.6,3.2,"WNW",63,15:24:00.000000,5.7,93,8,"NW","17",1005.1,10.3,55,1,"NW","31",1002,"8","2019"
2019-08-09,4.1,8.7,6.6,"NNW",72,02:51:00.000000,5,89,8,"NNW","35",999,7,63,2,"NW","35",1000.2,"8","2019"
2019-08-10,0.8,8.8,3,"W",52,14:03:00.000000,3.5,87,4,"NNW","19",1002.3,6.9,63,8,"NW","30",1001,"8","2019"
2019-08-11,2,10.7,1.6,"NNW",46,04:43:00.000000,4.1,88,8,"NNW","26",1002.2,8.8,54,8,"WNW","26",1005.1,"8","2019"
2019-08-12,-1.6,13,0,"NW",35,15:22:00.000000,4.8,75,6.57505518763797,"NW","9",1020.7,12.2,52,5.65987780040733,"NNW","24",1020.3,"8","2019"
2019-08-13,-1.7,12.7,0,"N",31,15:31:00.000000,3,92,8,"SE","2",1027.7,11.9,55,5.65987780040733,"NNW","19",1025.1,"8","2019"
2019-08-14,-4.1,10.2,0,"N",24,15:04:00.000000,0.9,99,8,"NNW","0",1030.9,9.1,60,5.65987780040733,"NNW","13",1027.4,"8","2019"
2019-08-15,-3.2,15.3,0.2,"NNW",46,16:34:00.000000,6.9,71,6.57505518763797,"ENE","9",1027,14.5,28,5.65987780040733,"WNW","31",1022.5,"8","2019"
2019-08-16,-2.8,18.3,0,"NW",52,13:34:00.000000,5.5,76,6.57505518763797,"NNW","0",1021.6,16.5,30,5.65987780040733,"NNW","31",1016.5,"8","2019"
2019-08-17,0.3,17.8,0,"E",37,19:29:00.000000,9.5,61,6.57505518763797,"SE","11",1021.4,16.2,35,5.65987780040733,"SE","2",1019,"8","2019"
2019-08-18,-1.1,18.9,0,"NW",70,19:46:00.000000,4.9,99,8,"NNW","0",1019.1,18.4,36,8,"NW","15",1011.8,"8","2019"
2019-08-19,2.6,9.4,2.4,"WNW",56,13:15:00.000000,5.7,73,7,"NW","26",1016.3,8.5,49,6,"WNW","31",1019,"8","2019"
2019-08-20,2.7,13.2,0,"WNW",61,20:39:00.000000,7.7,63,6.57505518763797,"NW","30",1024,10.5,54,5.65987780040733,"NW","37",1022,"8","2019"
2019-08-21,6.8,16.6,0,"W",52,22:40:00.000000,12.3,56,6.57505518763797,"W","30",1017,16.1,38,5.65987780040733,"WNW","30",1015.6,"8","2019"
2019-08-22,9,16.1,0,"W",54,03:00:00.000000,13.5,42,6.57505518763797,"SW","24",1013.9,14.2,27,5.65987780040733,"SSE","28",1016.6,"8","2019"
2019-08-23,-5.2,14.7,0,"NNW",31,15:03:00.000000,3.3,64,6.57505518763797,"NNW","0",1028.4,13.6,30,5.65987780040733,"NNW","19",1024.4,"8","2019"
2019-08-24,-5.2,17.4,0,"NW",56,13:49:00.000000,8,60,6.57505518763797,"NNW","0",1022.1,16.4,32,5.65987780040733,"NW","31",1017.3,"8","2019"
2019-08-25,0.1,18.3,0,"N",46,14:36:00.000000,11.7,43,6.57505518763797,"N","15",1018.1,16.1,27,5.65987780040733,"NNW","33",1017.4,"8","2019"
2019-08-26,5.1,13.7,0,"NE",26,16:53:00.000000,8.5,67,7,"S","11",1024.5,11.8,56,6,"ESE","9",1022,"8","2019"
2019-08-27,5,13.2,0.8,"NE",20,18:44:00.000000,7.3,88,8,"SE","9",1025.5,12.7,57,8,"WNW","0",1022.3,"8","2019"
2019-08-28,1.6,17,0,"WNW",44,15:24:00.000000,7.8,88,6.57505518763797,"NNW","9",1022.8,15.7,31,5.65987780040733,"WNW","28",1017.5,"8","2019"
2019-08-29,0.7,13.8,0,"SSE",41,10:25:00.000000,7,62,6,"S","19",1025.9,12.4,42,8,"ESE","19",1024.6,"8","2019"
2019-08-30,1.3,14.5,0,"SE",39,11:22:00.000000,8,63,4,"S","17",1029.3,13,46,6,"ESE","13",1026.5,"8","2019"
2019-08-31,0.6,17.2,0,"NNE",26,13:14:00.000000,8.7,70,7,"SE","13",1028.4,16.2,37,5.65987780040733,"WNW","6",1022.8,"8","2019"
2019-09-01,-2.3,19.8,0,"NW",39,14:18:00.000000,7.1,70,6.57505518763797,"NNE","4",1024.1,17.9,25,1,"NW","20",1018.2,"9","2019"
2019-09-02,0.5,19,0.2,"NW",28,17:34:00.000000,10,68,6.57505518763797,"NW","7",1020.7,18.1,33,5.65987780040733,"WNW","11",1017.7,"9","2019"
2019-09-03,2.9,21.7,0,"NW",41,14:39:00.000000,11.7,58,6.57505518763797,"NW","6",1019.2,21.2,28,5.65987780040733,"NNW","28",1014.6,"9","2019"
2019-09-04,-0.3,22.2,0,"NW",48,13:45:00.000000,9.6,63,6.57505518763797,"W","9",1017.3,19.4,26,8,"WNW","31",1014.4,"9","2019"
2019-09-05,1.5,21.2,0,"SW",31,15:33:00.000000,10.9,55,8,"S","7",1016.8,20.4,33,8,"SW","13",1013.4,"9","2019"
2019-09-06,5.7,20.1,0,"W",69,15:12:00.000000,14.2,65,6.57505518763797,"N","4",1004.7,14,53,8,"NW","37",1000.7,"9","2019"
2019-09-07,5,11.8,3.8,"WNW",69,14:41:00.000000,8.3,61,8,"WNW","33",1008.7,9.9,52,8,"WNW","37",1008.2,"9","2019"
2019-09-08,4,13.4,0,"WNW",57,14:52:00.000000,9.1,47,6.57505518763797,"WSW","24",1014.2,10.8,52,5.65987780040733,"WNW","37",1011.7,"9","2019"
2019-09-09,3.7,14.1,0,"SSW",69,13:34:00.000000,9.3,43,5,"W","17",1012.6,12.8,29,1,"S","46",1014.8,"9","2019"
2019-09-10,-0.5,16.3,0,"SSW",35,07:55:00.000000,7.6,50,6.57505518763797,"SSW","24",1026.4,15.5,24,5.65987780040733,"NW","15",1024.5,"9","2019"
2019-09-11,-3.1,19.4,0,"NNW",30,16:26:00.000000,7.3,68,6.57505518763797,"NNW","7",1031.5,18.6,28,5.65987780040733,"NW","17",1027.4,"9","2019"
2019-09-12,-0.9,19.2,0,"NW",50,15:19:00.000000,12.1,51,6.57505518763797,"N","22",1024.6,18.3,26,7,"WNW","28",1019.3,"9","2019"
2019-09-13,-2.8,22.3,0,"N",50,14:51:00.000000,9.3,55,6.57505518763797,"W","2",1025.2,21.4,17,5.65987780040733,"N","35",1019.8,"9","2019"
2019-09-14,-0.5,21.8,0,"NNW",35,14:30:00.000000,12.1,49,6.57505518763797,"NNW","0",1024.6,20.1,27,5.65987780040733,"NNW","22",1021.3,"9","2019"
2019-09-15,-0.4,24,0,"NW",43,14:04:00.000000,11.1,50,1,"NNW","4",1024.4,22.9,17,5.65987780040733,"NNW","31",1019.8,"9","2019"
2019-09-16,5.4,24.7,0,"NNW",46,11:23:00.000000,20,17,2,"NNW","20",1016.1,19.5,37,8,"WSW","24",1015.3,"9","2019"
2019-09-17,0.8,11.3,32,"SE",50,14:00:00.000000,5.6,82,8,"SSE","19",1024.3,9.5,70,8,"SE","30",1024.8,"9","2019"
2019-09-18,1.5,15.9,0,"SE",35,09:50:00.000000,10.6,59,6.57505518763797,"SSE","15",1029.3,13.1,60,6,"ESE","26",1027.2,"9","2019"
2019-09-19,10,20.1,0,"ENE",31,16:01:00.000000,13.1,87,8,"SW","2",1028.3,18.5,52,8,"NE","19",1024.5,"9","2019"
2019-09-20,5.6,23.3,0,"NE",43,21:52:00.000000,14.9,72,4,"NW","4",1026.6,22.6,42,1,"N","15",1020.9,"9","2019"
2019-09-21,10.1,18.7,0,"NW",52,13:26:00.000000,16.9,69,8,"NNW","0",1020.1,16.2,77,8,"N","26",1016.8,"9","2019"
2019-09-22,6.9,17.2,3.8,"NNW",50,13:13:00.000000,13.2,49,5,"W","20",1023.3,15,37,7,"NNW","31",1021.3,"9","2019"
2019-09-23,0.1,13.6,0,"WNW",50,11:09:00.000000,10.9,58,6,"WNW","24",1023.7,10.9,49,6,"WSW","28",1023.1,"9","2019"
2019-09-24,-2.9,16.9,0.2,"N",44,13:36:00.000000,7.5,68,6.57505518763797,"NNW","7",1027.7,15.3,39,5.65987780040733,"NW","30",1024,"9","2019"
2019-09-25,-0.9,17.9,0,"ENE",30,20:39:00.000000,9.6,63,6.57505518763797,"W","6",1029.4,16.8,34,5.65987780040733,"S","7",1025.1,"9","2019"
2019-09-26,4.4,18.2,0,"NNW",35,13:13:00.000000,12.7,65,4,"NNW","7",1027.1,16.9,37,2,"NNW","19",1022.9,"9","2019"
2019-09-27,0.7,20.8,0,"WNW",54,14:28:00.000000,11.3,62,6.57505518763797,"SW","7",1020.3,18.8,29,7,"W","26",1015.8,"9","2019"
2019-09-28,3.7,18.1,0,"NNW",31,00:16:00.000000,11.4,42,6.57505518763797,"SW","17",1018.2,17.2,35,5.65987780040733,"NNW","13",1016.7,"9","2019"
2019-09-29,2.2,20.2,0,"N",48,13:14:00.000000,10.9,65,8,"NNW","6",1018.7,18.5,29,5.65987780040733,"NNW","33",1016.1,"9","2019"
2019-09-30,3.6,19.7,0,"E",43,18:48:00.000000,11.7,57,6.57505518763797,"SSE","9",1024.8,19.1,29,5.65987780040733,"NW","11",1023.2,"9","2019"
2019-10-01,5.6,21.1,0,"NNW",31,17:02:00.000000,11.9,64,1,"NW","7",1031.7,20.2,26,5.65987780040733,"N","17",1026.5,"10","2019"
2019-10-02,1.8,24.7,0,"NNW",43,11:49:00.000000,15.4,49,6.57505518763797,"NNW","0",1028.9,24.3,24,5.65987780040733,"W","22",1024.6,"10","2019"
2019-10-03,4.2,28,0,"NNW",39,13:26:00.000000,16.3,44,6.57505518763797,"NNW","2",1026,27.2,19,5.65987780040733,"WNW","20",1020.9,"10","2019"
2019-10-04,5.7,28.1,0,"WNW",44,10:32:00.000000,21,33,6.57505518763797,"NNW","17",1019.9,25.7,27,5,"WNW","31",1016.3,"10","2019"
2019-10-05,12.1,19.2,4,"ENE",33,12:00:00.000000,13.3,84,8,"E","13",1023,18.1,53,7,"ENE","17",1020.2,"10","2019"
2019-10-06,11.4,30.4,0,"N",61,12:28:00.000000,13.9,87,1,"SE","7",1016.8,28.8,25,5.65987780040733,"NNW","39",1009.1,"10","2019"
2019-10-07,8.6,23.7,0,"NW",54,11:45:00.000000,18.4,51,6.57505518763797,"NNW","19",1012.1,22.2,34,5.65987780040733,"NNW","31",1010.1,"10","2019"
2019-10-08,8.4,18.7,0,"W",54,14:17:00.000000,14.4,55,6.57505518763797,"WNW","28",1011.3,12.3,63,8,"WNW","26",1011.6,"10","2019"
2019-10-09,1.7,16.3,11.2,"S",39,07:47:00.000000,7.6,63,6.57505518763797,"S","30",1023.1,15.8,42,2,"S","6",1021,"10","2019"
2019-10-10,1,19.2,0,"E",43,18:23:00.000000,8.6,66,6.57505518763797,"S","9",1023.6,18.2,31,1,"W","13",1019.4,"10","2019"
2019-10-11,8.5,17.1,0,"ESE",41,12:27:00.000000,12,69,8,"ESE","13",1019.5,15.8,48,5,"SE","26",1015.8,"10","2019"
2019-10-12,6.6,15.9,0,"ESE",30,07:52:00.000000,10.5,63,8,"ESE","19",1019.3,14.1,48,8,"SE","11",1017.1,"10","2019"
2019-10-13,1.8,19.8,0,"N",28,13:18:00.000000,10.2,69,6.57505518763797,"SSE","6",1020.8,18.4,31,1,"SW","9",1017.3,"10","2019"
2019-10-14,4.3,22.7,0,"SSW",33,17:54:00.000000,10.2,77,8,"S","7",1017.3,21.3,32,5,"WSW","13",1013.7,"10","2019"
2019-10-15,6.6,28,0,"NW",56,14:34:00.000000,13.9,60,5,"S","6",1013.4,26.5,29,5.65987780040733,"N","30",1009.2,"10","2019"
2019-10-16,7.8,24.8,0,"NNW",67,13:47:00.000000,16.8,64,1,"W","9",1012.3,23.5,28,7,"NW","46",1008.4,"10","2019"
2019-10-17,9.5,16.1,4.8,"WNW",69,13:26:00.000000,14.1,72,8,"NNW","26",1008.2,14.5,34,5.65987780040733,"WNW","41",1008.9,"10","2019"
2019-10-18,5.8,21,0,"NNW",52,13:18:00.000000,11.7,48,6.57505518763797,"NW","17",1017.4,19.7,21,5.65987780040733,"WNW","31",1014.2,"10","2019"
2019-10-19,8.8,19.2,0,"NW",78,11:47:00.000000,16,42,6.57505518763797,"WNW","37",1013.7,17.3,29,5.65987780040733,"WNW","43",1013.4,"10","2019"
2019-10-20,-0.2,20.9,0,"N",30,14:02:00.000000,9.8,51,6.57505518763797,"ENE","2",1022.1,20.2,23,5.65987780040733,"NNW","13",1020,"10","2019"
2019-10-21,3.1,26.7,0,"ENE",33,18:16:00.000000,13.5,53,6.57505518763797,"SW","7",1027,25.1,19,5.65987780040733,"WSW","9",1023.2,"10","2019"
2019-10-22,5.8,28.5,0,"E",41,18:10:00.000000,15,57,6.57505518763797,"SW","6",1026,27.4,14,5.65987780040733,"NNW","17",1021.2,"10","2019"
2019-10-23,5.8,29.2,0,"SW",80,12:16:00.000000,14.9,67,6.57505518763797,"NNW","0",1023.8,28.5,11,5.65987780040733,"WNW","31",1019.1,"10","2019"
2019-10-24,6.8,31.2,0,"W",39,14:26:00.000000,17.4,32,6.57505518763797,"SE","4",1020.4,30.3,12,5.65987780040733,"WNW","20",1016.1,"10","2019"
2019-10-25,9.1,31.1,0,"NNW",91,13:58:00.000000,20.2,33,7,"S","9",1013.6,29.9,18,6,"NNW","61",1007.7,"10","2019"
2019-10-26,12.3,18.2,7.6,"NW",78,12:55:00.000000,15.1,48,6.57505518763797,"WNW","31",1006.2,17.7,32,2,"WNW","52",1006,"10","2019"
2019-10-27,4.6,20.5,0,"NNW",43,12:23:00.000000,11.8,45,6.57505518763797,"NW","22",1015.1,19.1,25,3,"NW","31",1013.8,"10","2019"
2019-10-28,3.7,22.9,0,"W",39,13:58:00.000000,12.7,52,6.57505518763797,"SW","9",1022.8,21.4,21,5.65987780040733,"W","13",1021,"10","2019"
2019-10-29,5.6,27.4,0,"NNW",50,13:47:00.000000,15.1,64,6.57505518763797,"NNW","0",1023.7,25.5,24,5.65987780040733,"NNW","20",1018.8,"10","2019"
2019-10-30,8.8,29.3,0,"W",28,12:03:00.000000,16.2,47,6.57505518763797,"ESE","6",1020.2,28.6,13,5.65987780040733,"NNE","13",1016.6,"10","2019"
2019-10-31,7,31.7,0,"NE",41,18:29:00.000000,19.1,42,6.57505518763797,"SSE","6",1019,30.2,11,5.65987780040733,"W","15",1015.2,"10","2019"
2019-11-01,10.4,32.5,0,"NNW",39,13:08:00.000000,19.8,34,6.57505518763797,"NNW","0",1017.9,30.2,15,5.65987780040733,"ENE","9",1012.6,"11","2019"
2019-11-02,13.9,31.3,0,"N",63,12:21:00.000000,21.5,42,7,"NNW","0",1015.9,30.8,21,2,"NNW","33",1011.3,"11","2019"
2019-11-03,15.8,25.8,0,"NNW",57,09:52:00.000000,20.9,65,4,"W","7",1013.8,17.5,85,8,"SSW","6",1010.9,"11","2019"
2019-11-04,11.5,22.6,12.4,"WNW",56,13:15:00.000000,16.3,71,3,"NNW","19",1014.2,20.4,33,2,"WNW","33",1012.7,"11","2019"
2019-11-05,8.6,19,0.2,"S",35,07:17:00.000000,11.2,55,2,"S","24",1015.6,16.6,35,7,"NNW","17",1013.6,"11","2019"
2019-11-06,7.2,23.7,0,"NW",70,17:00:00.000000,14.8,40,6.57505518763797,"NNW","19",1012.6,22.4,25,5.65987780040733,"NW","41",1007.9,"11","2019"
2019-11-07,11.3,19.4,0,"WNW",70,08:42:00.000000,13,46,6.57505518763797,"WNW","39",1005.9,17.9,35,1,"WNW","37",1005.1,"11","2019"
2019-11-08,12.7,18.8,0,"NW",72,10:47:00.000000,14.9,48,1,"WNW","35",1001.8,13.9,64,8,"WNW","30",1002.2,"11","2019"
2019-11-09,1.6,16.7,0,"WNW",56,13:34:00.000000,9,41,6.57505518763797,"WSW","13",1011.8,14.4,34,1,"WNW","35",1009.8,"11","2019"
2019-11-10,8.4,20.4,0,"NNW",54,11:56:00.000000,13.8,52,1,"NW","31",1011.9,19.1,40,5.65987780040733,"WNW","33",1011.3,"11","2019"
2019-11-11,3.7,26.4,0,"NW",50,11:54:00.000000,16.9,53,6.57505518763797,"NNW","11",1015.3,24.9,19,5.65987780040733,"WNW","24",1011.6,"11","2019"
2019-11-12,5.8,26.6,0,"NW",67,14:07:00.000000,22.3,19,6.57505518763797,"NW","39",1006.3,23.5,21,8,"WNW","33",1003.5,"11","2019"
2019-11-13,6.7,20.8,0,"WNW",50,16:27:00.000000,11.3,34,6.57505518763797,"WNW","20",1013,19.4,23,5.65987780040733,"WNW","35",1010.6,"11","2019"
2019-11-14,7.1,24.7,0,"NW",52,13:53:00.000000,15.8,43,6.57505518763797,"WNW","19",1014.9,23,28,5.65987780040733,"WNW","35",1011.1,"11","2019"
2019-11-15,11.8,25.7,0,"NW",61,13:38:00.000000,17.2,43,6.57505518763797,"WNW","20",1010.9,24.3,18,5.65987780040733,"WNW","35",1007.8,"11","2019"
2019-11-16,8.4,25.7,0,"NW",50,13:45:00.000000,16.4,40,6.57505518763797,"NE","7",1014.5,24.3,13,5.65987780040733,"NW","28",1011.8,"11","2019"
2019-11-17,9.6,25.1,0,"E",52,17:08:00.000000,15,59,1,"S","11",1016.6,23.3,17,1,"NW","11",1013.2,"11","2019"
2019-11-18,6.8,27,0,"NNW",59,12:36:00.000000,16,48,6.57505518763797,"NW","17",1017.5,25.9,18,5.65987780040733,"WNW","30",1013,"11","2019"
2019-11-19,8.4,32.5,0,"WNW",57,12:15:00.000000,24.1,22,6.57505518763797,"NW","13",1012.7,30.8,10,5.65987780040733,"NW","35",1009.3,"11","2019"
2019-11-20,8.4,31.4,0,"ENE",33,19:15:00.000000,16.7,56,6.57505518763797,"NE","9",1017,29.6,17,5.65987780040733,"E","9",1013.4,"11","2019"
2019-11-21,10.9,39,0,"NNW",54,14:11:00.000000,23.6,37,6.57505518763797,"SE","4",1015,38.2,7,5.65987780040733,"NW","30",1009.2,"11","2019"
2019-11-22,16.9,34.9,0,"NW",52,13:52:00.000000,27.7,24,8,"N","15",1012.2,33.4,18,8,"NW","31",1010.7,"11","2019"
2019-11-23,12.9,33.1,0,"NNW",54,12:39:00.000000,20.8,51,6.57505518763797,"NNE","13",1014.6,31.5,8,5.65987780040733,"WNW","26",1011.8,"11","2019"
2019-11-24,8.1,28.6,0,"NNE",39,13:34:00.000000,16.2,60,8,"ENE","13",1019.1,24.5,37,5.65987780040733,"NE","13",1013.9,"11","2019"
2019-11-25,10.7,31.5,0,"NW",52,11:07:00.000000,20.8,57,6.57505518763797,"NNW","15",1012.2,31,24,1,"NW","31",1007.7,"11","2019"
2019-11-26,15.4,27.3,0,"NW",89,11:07:00.000000,23.2,48,7,"NNW","30",1002.4,18.6,35,8,"WNW","46",1003.2,"11","2019"
2019-11-27,1.6,27.1,0,"NW",43,15:45:00.000000,11.8,40,6.57505518763797,"NW","7",1015.7,25.2,14,5.65987780040733,"NNW","30",1012.5,"11","2019"
2019-11-28,5.6,30.3,0,"N",46,12:32:00.000000,17.3,24,6.57505518763797,"NNW","6",1016.5,28.3,8,5.65987780040733,"NNE","19",1013,"11","2019"
2019-11-29,12.6,33.1,0,"N",65,12:35:00.000000,20.5,42,6.57505518763797,"SSW","2",1014.9,32.5,8,5.65987780040733,"W","24",1009.8,"11","2019"
2019-11-30,11.8,23.8,0,"NW",69,12:12:00.000000,20.5,47,8,"E","7",1009.2,20.3,42,8,"NW","30",1006.9,"11","2019"
2019-12-01,4.6,21.5,0,"NW",63,11:28:00.000000,15.2,37,6.57505518763797,"NW","20",1004.8,18.6,30,8,"WNW","37",998.8,"12","2019"
2019-12-02,7.4,15.1,0.6,"WNW",57,11:17:00.000000,10.4,65,8,"WNW","26",992.3,11.1,69,8,"WSW","33",994.8,"12","2019"
2019-12-03,8.5,20.8,0.6,"W",61,04:17:00.000000,13.2,44,6.57505518763797,"WNW","31",1004.9,19.1,32,5.65987780040733,"WNW","41",1003.5,"12","2019"
2019-12-04,12.6,24.1,0,"WNW",57,14:39:00.000000,16.6,37,6.57505518763797,"WNW","31",1008.4,22.9,18,5.65987780040733,"WNW","35",1007,"12","2019"
2019-12-05,11.2,28.2,0,"WNW",63,12:37:00.000000,20.4,31,6.57505518763797,"NW","28",1008.6,27.3,12,5.65987780040733,"WNW","35",1005,"12","2019"
2019-12-06,15.7,28,0,"WNW",50,11:35:00.000000,21,26,6.57505518763797,"NNW","20",1006,27.2,10,5.65987780040733,"W","30",1005.2,"12","2019"
2019-12-07,11.1,29.7,0,"WSW",52,13:04:00.000000,20.7,19,6.57505518763797,"WNW","17",1011.8,29.1,12,5.65987780040733,"WSW","17",1008.7,"12","2019"
2019-12-08,11.1,29.9,0,"ENE",43,16:29:00.000000,18.3,61,7,"NNE","7",1017.9,28.7,23,5.65987780040733,"NNE","13",1015.3,"12","2019"
2019-12-09,14.9,34.9,0,"NW",46,12:45:00.000000,19.8,63,8,"NW","6",1019.8,32.6,19,3,"WNW","22",1014.7,"12","2019"
2019-12-10,12.2,38.1,0,"NW",59,12:51:00.000000,24.3,30,6.57505518763797,"NNW","0",1013.8,37.5,6,5.65987780040733,"WNW","35",1010.2,"12","2019"
2019-12-11,11.3,32.7,0,"NNW",44,14:58:00.000000,15.9,62,7,"E","15",1015.6,29.6,17,5.65987780040733,"NNW","19",1009.9,"12","2019"
2019-12-12,12.8,30.5,0,"ENE",57,16:32:00.000000,18,53,6.57505518763797,"SE","7",1013,27.2,26,5.65987780040733,"W","11",1008.7,"12","2019"
2019-12-13,12.8,27.8,0,"E",48,17:25:00.000000,16.2,62,3,"NNE","13",1013.7,25.6,29,2,"N","17",1009.3,"12","2019"
2019-12-14,9.2,29.6,0,"W",48,12:16:00.000000,16.7,67,6.57505518763797,"WNW","7",1011.4,28.9,22,4,"W","33",1007.4,"12","2019"
2019-12-15,12.9,29,0,"W",54,15:06:00.000000,18.8,58,6.57505518763797,"NNW","17",1009.3,26.2,22,1,"WNW","13",1006.4,"12","2019"
2019-12-16,10.6,32,0,"E",48,15:25:00.000000,22.1,24,6.57505518763797,"SE","9",1010.3,29.8,16,5.65987780040733,"NW","11",1009.8,"12","2019"
2019-12-17,12.1,32.5,0,"E",48,17:49:00.000000,17.6,54,6.57505518763797,"SE","9",1019.2,30.7,21,5.65987780040733,"ENE","15",1015.2,"12","2019"
2019-12-18,12.2,36.8,0,"NW",43,15:03:00.000000,22.2,43,6.57505518763797,"S","7",1019.4,36.3,15,5.65987780040733,"WNW","20",1013.9,"12","2019"
2019-12-19,15.8,39.3,0,"E",54,18:13:00.000000,26.5,27,1,"NNW","0",1015.4,37.6,12,1,"W","26",1012.9,"12","2019"
2019-12-20,12.8,39,0,"N",39,15:16:00.000000,21.9,27,8,"SSE","7",1019.3,37.2,10,8,"NW","9",1013.2,"12","2019"
2019-12-21,14.7,41.1,0,"WNW",46,12:47:00.000000,23.3,52,8,"NNW","0",1013.6,40.1,12,3,"W","28",1009.9,"12","2019"
2019-12-22,15.5,24.9,0,"ENE",43,15:57:00.000000,18,64,8,"E","17",1019.6,23.9,40,1,"NE","28",1017.6,"12","2019"
2019-12-23,8.6,32.4,0,"NE",31,12:06:00.000000,15.3,67,8,"SSE","6",1020.1,30,20,1,"NNE","17",1013.4,"12","2019"
2019-12-24,15.3,28.8,0,"NE",44,14:41:00.000000,20.3,53,8,"SE","13",1014.5,27.9,37,6,"ENE","26",1012,"12","2019"
2019-12-25,15.1,32.2,0,"ENE",43,20:09:00.000000,19,65,8,"SSW","9",1017,29.7,28,5.65987780040733,"N","17",1012.9,"12","2019"
2019-12-26,15.6,35,0,"E",44,17:15:00.000000,22.7,58,6.57505518763797,"ESE","6",1018.1,33.4,21,1,"WNW","17",1014.5,"12","2019"
2019-12-27,15.3,36.8,0,"E",43,18:05:00.000000,23,48,6.57505518763797,"SE","7",1019.5,35.4,18,5.65987780040733,"NNW","17",1015,"12","2019"
2019-12-28,17.1,37.7,0,"NW",52,12:47:00.000000,25,42,8,"SW","4",1018.1,35.6,13,5.65987780040733,"WNW","26",1014.3,"12","2019"
2019-12-29,19.6,36.1,0,"WNW",33,15:55:00.000000,27,32,6,"WSW","6",1017.4,34,18,7,"W","17",1015.3,"12","2019"
2019-12-30,17.6,39.8,0,"NW",56,13:48:00.000000,25.7,33,8,"ESE","7",1015.1,38.5,8,1,"NW","30",1009.9,"12","2019"
2019-12-31,19.8,38,0,"NW",74,09:32:00.000000,31.6,14,6.57505518763797,"NNW","33",1007.7,36.7,9,8,"NW","35",1005.4,"12","2019"
2020-01-01,13.5,33.2,0.2,"NW",37,15:25:00.000000,17.3,32,8,"ESE","7",1013.6,32.3,14,8,"NNW","22",1010.3,"1","2020"
2020-01-02,10.7,33.2,0,"E",41,18:09:00.000000,15.7,64,7,"SSE","11",1018.7,31.7,19,8,"NNW","11",1013.9,"1","2020"
2020-01-03,15.6,37.8,0,"NW",56,13:59:00.000000,20.2,64,6.57505518763797,"SW","7",1015.9,36.7,14,5.65987780040733,"NW","26",1010.7,"1","2020"
2020-01-04,18.5,44,0,"NNW",67,16:17:00.000000,26.9,55,6.57505518763797,"WSW","6",1010.4,42.3,9,5.65987780040733,"WNW","31",1005.6,"1","2020"
2020-01-05,17.3,21.7,0,"ESE",46,15:20:00.000000,17.7,56,8,"ESE","17",1017.4,19.4,55,7,"ESE","28",1017.7,"1","2020"
2020-01-06,14.3,21.5,0,"E",33,18:13:00.000000,16.2,74,7,"E","15",1020,20.5,63,8,"E","15",1016.8,"1","2020"
2020-01-07,15,35,0.4,"NW",46,12:58:00.000000,21.3,67,6.57505518763797,"SSE","6",1014.8,33.6,26,1,"WNW","24",1010.7,"1","2020"
2020-01-08,16.3,34.9,0,"NNW",52,13:38:00.000000,21.5,67,8,"SSE","9",1015.2,34.1,27,1,"N","13",1010.9,"1","2020"
